Study_number,Site_ID,Latitude,Longitude,R,p_R,Q,p_Q,Ts_mean,Q10_Rs,obs,Q_Rh,p_Q_Rh,Q10_Rh,obs_Rh,Q_Ra,p_Q_Ra,Q10_Ra,obs_Ra,IGBP,Ecosystem,IGBP_group,barren_yn,ClimateTypes,MiddleClimate,Ecosystem2,warner_rs,Q10_diff,IGBP_FromPaper,
11083,CN-HLJ-LSN,47.25,128.89,1.06111995,0,0.096762818,0,12.22040816,2.631695137,49,0.071891507,0,2.052205499,49,0.134074079,0,3.821873647,49,ENF,Forest,ENF,0,Dwc,Dsw,T&B FOR,448.9831402,1.769668148,ENF,
11113,US-ME-BAN,45.25,-68.75,1.121325909,0,0.108196582,0,12.9333871,2.950473947,62,0.094972558,0,2.585000178,62,0.12162989,0,3.374674578,62,MF,Forest,MF,0,Dfb,Df,T&B FOR,446.309899,0.7896744,MF,
11120,ES-IP-NDP,42.75,2.75,1.631148425,0,0.049718476,4.00E-04,12.6232,1.644086246,25,0.053725782,0.0014,1.711307708,25,0.040566567,0.047,1.50030087,21,OSH,Shrubland,SH,0,Cfa,Cf,Shrubland,422.1422288,-0.211006838,OSH,
11241,CN-HLJ-SAN,47.75,133.75,1.152205435,0.0681,0.062103506,0.0149,19.46409091,1.86085314,22,0.07101994,0.0355,2.034396872,22,0.05608123,0.0457,1.752095155,22,WAT,Agriculture,WAT,0,Dwb,Dsw,WATER,409.5558971,-0.282301717,WAT,MARSH
11365,CN-HB-SITE1,29.75,113.89,0.711917047,0.0046,0.063249327,1.00E-04,19.96916667,1.882297819,12,0.065885011,4.00E-04,1.932568805,12,0.05218258,0.014,1.685101497,12,WSA,Forest,EBF,0,Cfa,Cf,T&B FOR,456.3811418,-0.247467308,WSA,Moso bamboo forests
11365,CN-HB-SITE2,29.75,113.89,0.462122016,0.0092,0.07184387,1.00E-04,19.96916667,2.051228117,12,0.07109244,0,2.035872345,12,0.074759475,0.0282,2.111914222,12,WSA,Forest,EBF,0,Cfa,Cf,T&B FOR,456.3811418,0.076041877,WSA,
11368,CN-IM-Ck,43.75,116.75,0.672612471,0.1575,0.102708124,0.0145,18.23875,2.792902107,8,0.072299242,0.0484,2.060590142,8,0.167738224,0.0075,5.351528598,8,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,231.0420971,3.290938456,GRA,
11368,CN-IM-F,43.75,116.75,0.674323018,0.2448,0.106167805,0.0306,18.23875,2.891218537,8,0.079184669,0.0763,2.207469181,8,0.169797726,0.0083,5.462886188,8,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,231.0420971,3.255417007,GRA,
11368,CN-IM-W,43.75,116.75,0.930119596,0.092,0.092223916,0.0094,18.23875,2.514915379,8,0.083608334,0.0342,2.307312303,8,0.113698846,0.0034,3.117366132,8,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,231.0420971,0.81005383,GRA,
11368,CN-IM-WF,43.75,116.75,1.154033713,0.1465,0.086097638,0.0272,18.23875,2.36546917,8,0.06763794,0.0347,1.966744035,8,0.129046079,0.0373,3.634460893,8,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,231.0420971,1.667716859,GRA,
11426,CN-HU-AH,29.75,114.25,0.863332945,8.00E-04,0.051817559,1.00E-04,18.9975,1.678961736,12,0.054177229,0,1.719050826,12,0.046528655,0.0087,1.59247044,12,WSA,Forest,EBF,0,Cfa,Cf,T&B FOR,456.3811418,-0.126580386,WSA,Moso bamboo forests
11426,CN-HU-HW,29.75,114.25,0.646005971,0.0098,0.058342663,3.00E-04,18.9975,1.792169025,12,0.075095957,0,2.119032404,12,0.031294798,0.0872,1.367450392,12,WSA,Forest,EBF,0,Cfa,Cf,T&B FOR,456.3811418,-0.751582012,WSA,
11752,CN-BTM-BBM,33.75,112.25,0.720340787,0,0.091816979,0,12.21957983,2.504702067,24,0.086175585,0,2.367313701,24,0.102148295,0,2.777310338,24,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,439.4947989,0.409996636,EBF,
11752,CN-BTM-NBM,33.75,112.25,0.830482529,0,0.081192137,0,12.21957983,2.252231198,23,0.069237878,0,1.998463798,23,0.101479177,0,2.758788874,23,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,439.4947989,0.760325076,EBF,
11752,CN-BTM-QAO,33.75,112.25,0.747441588,6.00E-04,0.08714605,0,12.21957983,2.390399476,24,0.088438899,0,2.421504366,24,0.084659905,0.0021,2.33170334,24,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,439.4947989,-0.089801026,EBF,
11752,CN-BTM-QAY,33.75,112.25,0.855126198,1.00E-04,0.095157011,0,12.21957983,2.589772692,24,0.084778406,0,2.334468069,24,0.105126241,0,2.86126092,24,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,439.4947989,0.526792851,EBF,
11752,CN-BTM-QVS,33.75,112.25,0.942602662,1.00E-04,0.077931573,0,12.21957983,2.179980065,24,0.071953569,0,2.053479536,24,0.086562486,0,2.376490589,24,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,439.4947989,0.323011053,EBF,
11803,CN-SMY-DXM,39.25,110.75,0.647092244,8.00E-04,0.037760876,0.003,16.18916667,1.458792095,8,0.039258143,0.0227,1.480798439,8,0.037196215,0.0423,1.450578073,8,CRO,Grassland,GRA,0,BSk,B,Grassland,238.8843658,-0.030220366,CRO,
11803,CN-SMY-HUD,39.25,110.75,0.494417206,0.0064,0.057467579,0.0025,16.18916667,1.776554459,8,0.039258143,0.0227,1.480798439,8,0.072116568,0.0123,2.056829423,8,CRO,Grassland,GRA,0,BSk,B,Grassland,238.8843658,0.576030983,CRO,
11803,CN-SMY-NIT,39.25,110.75,0.866890716,0.0244,0.04341244,0.0375,16.18916667,1.543610887,8,0.039258143,0.0227,1.480798439,8,0.04522278,0.0913,1.571809964,8,CRO,Grassland,GRA,0,BSk,B,Grassland,238.8843658,0.091011525,CRO,
11803,CN-SMY-SLH,39.25,110.75,0.259050649,0.0361,0.071143143,0.0038,16.18916667,2.036904853,8,0.039252589,0.0188,1.480716204,8,0.105789362,0.0063,2.880297588,8,CRO,Grassland,GRA,0,BSk,B,Grassland,238.8843658,1.399581384,CRO,
11803,CN-SMY-SXM,39.25,110.75,0.543323412,0.0132,0.051877317,0.0059,16.18916667,1.679965347,8,0.039252589,0.0188,1.480716204,8,0.058417319,0.0298,1.79350748,8,CRO,NA,NA,NA,NA,NA,NA,NA,0.312791276,CRO,
11803,CN-SMY-TER,39.25,110.75,0.125735692,0.082,0.082920569,8.00E-04,16.18916667,2.29149785,8,0.027234444,0.0228,1.313039191,8,0.135541619,0.0047,3.878374745,8,CRO,NA,NA,NA,NA,NA,NA,NA,2.565335554,CRO,
11803,CN-SMY-XUM,39.25,110.75,0.814759438,0.0059,0.047644587,0.0063,16.18916667,1.610340854,8,0.039258143,0.0227,1.480798439,8,0.050910126,0.0107,1.663795202,8,CRO,NA,NA,NA,NA,NA,NA,NA,0.182996763,CRO,
11821,CN-TJL-CK,28.25,113.25,0.338630235,0,0.065094317,0,18.45638298,1.917348363,47,0.074730875,0,2.111310309,47,0.036276952,0.0336,1.437304547,47,ENF,Savanna,GRA,0,Cfa,Cf,Savanna,455.1823477,-0.674005762,ENF,
11897,US-ONF-NAR,27.75,-81.75,0.45742177,3.00E-04,0.098989738,0,20.69041667,2.69095831,24,0.10103393,0,2.746532763,24,0.097189076,0,2.642936899,24,GRA,Agriculture,CRO,0,Cfa,Cf,Agriculture,529.5233672,-0.103595863,GRA,
11903,CN-LJS-CK,29.75,103.25,0.267159972,0.0023,0.091163865,0,15.2,2.488396817,12,0.076106846,5.00E-04,2.140562103,12,0.108494633,4.00E-04,2.959280983,12,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,379.6085802,0.818718879,EBF,
11933,CN-OFX,40.75,81.25,0.350915765,0.0012,0.089589678,0,20.419,2.449531504,10,0.071315292,0.0072,2.0404144,10,0.094434581,0,2.571130825,10,CRO,Desert,BSV,1,BWk,B,Desert,166.3123585,0.530716425,CRO,
11941,CN-SHB-MAT,42.75,117.25,0.690339623,0,0.120284669,0,10.5225,3.329581747,12,0.12884695,0,3.627230838,12,0.098819984,0.0301,2.686394165,12,MF,Grassland,GRA,0,Dwb,Dsw,Grassland,268.0734162,-0.940836673,MF,
11941,CN-SHB-SAP,42.75,117.25,0.690339623,0,0.120284669,0,10.5225,3.329581747,12,0.128038751,0,3.598033715,12,0.109328639,7.00E-04,2.984064764,12,MF,Grassland,GRA,0,Dwb,Dsw,Grassland,268.0734162,-0.613968951,MF,
11941,CN-SHB-YOU,42.75,117.25,0.690339623,0,0.120284669,0,10.5225,3.329581747,12,0.11396317,0,3.125616985,12,0.133781452,0.0035,3.810706174,12,MF,Grassland,GRA,0,Dwb,Dsw,Grassland,268.0734162,0.685089189,MF,
11944,CN-SHB-CK,42.75,117.25,0.716855904,0.0033,0.121741836,1.00E-04,9.7025,3.378454515,12,0.102426708,4.00E-04,2.7850535,12,0.165611578,0,5.238922164,12,MF,Grassland,GRA,0,Dwb,Dsw,Grassland,268.0734162,2.453868664,MF,
12140,CN-HB-EBF,31.75,110.75,0.269087648,0,0.111114677,0,10.18165289,3.037840115,29,0.118214375,0,3.261358245,29,0.067233152,0.0017,1.958798972,26,EBF,Forest,MF,0,Cfa,Cf,T&B FOR,409.9453407,-1.302559273,EBF,
12140,CN-HB-MF,31.75,110.75,0.462624144,0,0.115993975,0,10.18165289,3.189741102,36,0.12465046,0,3.478164094,36,0.085993321,6.00E-04,2.363002863,32,EBF,Forest,MF,0,Cfa,Cf,T&B FOR,409.9453407,-1.115161231,EBF,
12184,CN-YN-PREC,21.75,101.25,0.42698325,0.0096,0.082033435,0,21.1775,2.271259098,44,0.07510818,1.00E-04,2.119291418,44,0.094210492,0.0275,2.56537565,41,EBF,Forest,EF,0,Cwa,Cw,T&B FOR,514.9217577,0.446084232,EBF,
12208,CN-HN-UR0T0,27.25,109.75,0.647518235,0,0.056956866,0,NA,1.767504494,23,0.053894537,0,1.714198071,23,0.060029015,0.0108,1.822647562,23,EBF,Savanna,GRA,0,Cfa,Cf,Savanna,427.7651099,0.108449491,EBF,
12208,CN-HN-UR0T1,27.25,109.75,0.778156557,0,0.04983129,0,NA,1.645942056,23,0.039398071,1.00E-04,1.482871941,23,0.066596078,3.00E-04,1.94635964,23,EBF,Savanna,GRA,0,Cfa,Cf,Savanna,427.7651099,0.463487699,EBF,
12208,CN-HN-UR1T0,27.25,109.75,0.666718613,0,0.055992173,0,NA,1.750535483,23,0.051852871,0,1.679554715,23,0.064920493,5.00E-04,1.914018441,23,EBF,Savanna,GRA,0,Cfa,Cf,Savanna,427.7651099,0.234463726,EBF,
12208,CN-HN-UR1T1,27.25,109.75,0.711393778,0,0.054799043,0,NA,1.729773427,23,0.048819488,0,1.629372349,23,0.070602172,0.0082,2.025915555,23,EBF,Savanna,GRA,0,Cfa,Cf,Savanna,427.7651099,0.396543207,EBF,
12274,US-FL-CFW,29.75,-82.25,2.449838898,1.00E-04,0.020686437,0.0013,27.953125,1.229815767,16,0.019694041,0.0015,1.217671474,16,0.026055653,0.0223,1.297652073,16,ENF,Savanna,GRA,0,Cfa,Cf,Savanna,529.9710511,0.079980599,ENF,
12639,CN-INM-P,44.75,117.75,0.867658006,1.00E-04,0.087701139,0,NA,2.403705231,47,0.072898233,0.0012,2.072969931,47,0.102743413,0,2.79388789,47,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,280.1284093,0.720917959,GRA,
12639,CN-INM-PPLUS30,44.75,117.75,0.883221994,0,0.094208736,0,NA,2.565330589,47,0.07601588,3.00E-04,2.138615809,47,0.11512257,0,3.162066275,47,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,280.1284093,1.023450466,GRA,
12639,CN-INM-PPLUS60,44.75,117.75,0.865511814,0,0.096788964,0,NA,2.632383321,47,0.080846675,0,2.244464017,47,0.117329649,0,3.232631425,47,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,280.1284093,0.988167408,GRA,
12707,CN-TB-FIRCK,29.75,98.75,0.467284515,2.00E-04,0.091394311,9.00E-04,7.226875,2.494137828,12,0.055120944,0.0171,1.735350552,12,0.131396154,0.001,3.720884987,12,ENF,Grassland,GRA,0,Cwb,Cw,Grassland,383.3206677,1.985534435,ENF,
12707,CN-TB-FIRHN,29.75,98.75,0.477541126,0.0012,0.092881527,0.0041,7.226875,2.53150824,12,0.070797299,0.0268,2.029872517,12,0.120055299,0.022,3.321953407,12,ENF,Grassland,GRA,0,Cwb,Cw,Grassland,383.3206677,1.29208089,ENF,
12707,CN-TB-FIRLN,29.75,98.75,0.570047454,3.00E-04,0.11812896,2.00E-04,7.226875,3.258573745,12,0.109859307,5.00E-04,2.99994235,12,0.126957165,6.00E-04,3.55932759,12,ENF,Grassland,GRA,0,Cwb,Cw,Grassland,383.3206677,0.559385239,ENF,
12707,CN-TB-FIRMN,29.75,98.75,0.610530749,4.00E-04,0.086228053,0.0039,7.226875,2.368556092,12,0.067663081,0.0759,1.967238547,12,0.110494486,0.0066,3.019057982,12,ENF,Grassland,GRA,0,Cwb,Cw,Grassland,383.3206677,1.051819436,ENF,
12707,CN-TB-SPRUCELN,29.75,98.75,0.316029549,0.0455,0.140876998,0.0028,7.226875,4.090920403,12,0.152434958,0.0055,4.592155758,12,0.112218701,0.0775,3.071564394,12,ENF,Grassland,GRA,0,Cwb,Cw,Grassland,383.3206677,-1.520591363,ENF,
12707,CN-TB-SPRUCEMN,29.75,98.75,0.537108481,0.0151,0.098824704,0.0073,7.226875,2.686520967,12,0.124984124,0.0237,3.489788863,12,0.066282742,0.0705,1.940270539,12,ENF,Grassland,GRA,0,Cwb,Cw,Grassland,383.3206677,-1.549518324,ENF,
13095,EE-TTU-FOR,58.75,27.25,0.499459128,0,0.152831493,0,5.733333333,4.610401406,12,0.127376421,0,3.57428163,12,0.215105852,0,8.593950445,12,ENF,Wetland,WAT,0,Dfb,Df,Wetland,371.17158,5.019668815,ENF,
13102,13102-CK-Untrenched,36.75,112.25,0.628196359,0,0.092347327,0,12.36541667,2.518020992,60,0.094530064,0,2.573586995,60,0.082308304,0.0077,2.277510679,60,ENF,Forest,ENF,0,Dwb,Dsw,T&B FOR,377.2075563,-0.296076315,ENF,
13102,13102-HT-Untrenched,36.75,112.25,0.628818054,0,0.086006486,0,12.36541667,2.363313983,60,0.097696145,0,2.656372446,60,0.047695577,0.0129,1.611162184,60,ENF,Forest,ENF,0,Dwb,Dsw,T&B FOR,377.2075563,-1.045210262,ENF,
13102,13102-MT-Untrenched,36.75,112.25,0.656109255,0,0.098313984,0,12.36541667,2.672835363,60,0.098415385,0,2.675547016,60,0.120281827,0,3.329487092,60,ENF,Forest,ENF,0,Dwb,Dsw,T&B FOR,377.2075563,0.653940076,ENF,
13150,CN-HEBEI-N120,39.75,116.75,1.159282536,0.1435,0.060594027,0.0324,23.4695,1.832974886,10,0.064120436,0.0969,1.898766302,10,0.042408415,0.0476,1.528190192,10,CRO,Agriculture,CRO,0,Dwa,Dsw,Agriculture,393.7754545,-0.370576109,CRO,
13150,CN-HEBEI-N240,39.75,116.75,1.040802981,0.0915,0.067003771,0.0088,23.4695,1.954311023,10,0.077191367,0.049,2.1639033,10,0.04600776,0.0546,1.584196908,10,CRO,Agriculture,CRO,0,Dwa,Dsw,Agriculture,393.7754545,-0.579706392,CRO,
13150,CN-HEBEI-NO,39.75,116.75,0.90565759,0.0971,0.063109109,0.0136,23.4695,1.879660349,10,0.062556101,0.059,1.869294356,10,0.068022199,0.0869,1.974315965,10,CRO,Agriculture,CRO,0,Dwa,Dsw,Agriculture,393.7754545,0.105021609,CRO,
13451,CN-TB-CK,33.25,103.75,1.006584583,0.0025,0.067202541,0.0192,4.22,1.958199463,6,0.053493351,0.0085,1.707334724,6,0.099243588,0.0912,2.697797996,6,CSH,Grassland,GRA,0,Dwb,Dsw,Grassland,414.8642557,0.990463273,CSH,
13451,CN-TB-WARM,33.25,103.75,1.307883264,0.0013,0.050577768,0.0309,4.22,1.65827463,6,0.042575493,0.0598,1.530745583,6,0.0837404,0.0087,2.310361493,6,CSH,Grassland,GRA,0,Dwb,Dsw,Grassland,414.8642557,0.779615911,CSH,
13628,CN-SICHUAN-CK,29.75,103.25,0.604877305,5.00E-04,0.099637696,0,10.87323361,2.708451208,12,0.076763651,0.0015,2.154667702,12,0.146033863,0.0246,4.307417884,12,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,379.6085802,2.152750183,EBF,
13628,CN-SICHUAN-LN,29.75,103.25,0.447256949,3.00E-04,0.103853689,0,10.87323361,2.825080573,12,0.067434708,4.00E-04,1.962751029,12,0.1907544,0,6.736523571,12,EBF,Forest,MF,0,Cwa,Cw,T&B FOR,379.6085802,4.773772543,EBF,
13702,CN-SX-ICK,36.75,112.25,1.126725697,0,0.062402005,0,11.15955645,1.866416069,62,0.05654189,4.00E-04,1.760184969,62,0.082114766,0.0089,2.273107106,62,DNF,Forest,MF,0,Dwb,Dsw,T&B FOR,377.2075563,0.512922137,DNF,
13702,CN-SX-IHN,36.75,112.25,1.360657149,0,0.060525103,1.00E-04,11.15955645,1.83171196,62,0.047116308,0.0028,1.601856199,62,0.07640672,2.00E-04,2.146990728,62,DNF,Forest,MF,0,Dwb,Dsw,T&B FOR,377.2075563,0.545134529,DNF,
13702,CN-SX-ILN,36.75,112.25,1.213829401,0,0.056838756,1.00E-04,11.15955645,1.765418119,62,0.048055283,0.0022,1.616968066,62,0.072039039,5.00E-04,2.055235401,62,DNF,Forest,MF,0,Dwb,Dsw,T&B FOR,377.2075563,0.438267335,DNF,
13702,CN-SX-IMN,36.75,112.25,1.254890501,0,0.0567767,3.00E-04,11.15955645,1.764322909,62,0.03428855,0.0198,1.409007428,62,0.084419864,8.00E-04,2.326113018,62,DNF,Forest,MF,0,Dwb,Dsw,T&B FOR,377.2075563,0.91710559,DNF,
13816,CN-CH-LD,44.75,123.75,0.256128924,0.0726,0.095271034,0.0011,20.31041667,2.592727326,20,0.056285932,0.0069,1.755685403,20,0.155362645,0.003,4.728587095,20,GRA,Agriculture,CRO,0,Dwa,Dsw,Agriculture,277.4195724,2.972901692,GRA,
13816,CN-CH-MD,44.75,123.75,0.133444179,0.0461,0.111947441,0,20.31041667,3.063243764,20,0.076792734,4.00E-04,2.155294428,20,0.16939822,4.00E-04,5.441105185,20,GRA,Agriculture,CRO,0,Dwa,Dsw,Agriculture,277.4195724,3.285810758,GRA,
13816,CN-CH-SD,44.75,123.75,0.093172198,0.1631,0.109327015,0.0012,20.31041667,2.98401632,20,0.074817487,0.0032,2.113139748,20,0.15764586,0.005,4.837792869,20,GRA,Agriculture,CRO,0,Dwa,Dsw,Agriculture,277.4195724,2.724653121,GRA,
13816,CN-LE-LD,44.75,123.75,0.977857797,0.0048,0.056315379,0.0018,20.31041667,1.756202467,20,0.056344812,8.00E-04,1.756719449,20,0.056276949,0.0322,1.755527687,20,GRA,Agriculture,CRO,0,Dwa,Dsw,Agriculture,277.4195724,-0.001191762,GRA,
13816,CN-LE-MD,44.75,123.75,0.740640609,0.013,0.056576191,0.0036,20.31041667,1.760788839,20,0.057528744,0.001,1.777641423,20,0.055227619,0.05,1.737202718,20,GRA,Agriculture,CRO,0,Dwa,Dsw,Agriculture,277.4195724,-0.040438706,GRA,
13816,CN-LE-SD,44.75,123.75,0.528948692,0.0277,0.061127329,0.0038,20.31041667,1.842776294,20,0.05990074,8.00E-04,1.820311072,20,0.062865196,0.0396,1.875081199,20,GRA,Agriculture,CRO,0,Dwa,Dsw,Agriculture,277.4195724,0.054770127,GRA,
13908,CN-ZHWJ-HPU,30.25,120.25,1.021575959,9.00E-04,0.079244972,0,16.08758621,2.208800753,20,0.054515979,0,1.724883988,20,0.104013412,1.00E-04,2.829596485,20,CVM,Agriculture,CRO,0,Cfa,Cf,Agriculture,417.8416568,1.104712498,PLANTATION,
13908,CN-ZHWJ-LPU,30.25,120.25,1.009427334,0,0.058017838,0,16.08758621,1.786357052,19,0.058077828,0,1.78742901,19,0.057958103,0,1.785290293,19,CVM,Agriculture,CRO,0,Cfa,Cf,Agriculture,417.8416568,-0.002138716,PLANTATION,
13908,CN-ZHWJ-MPU,30.25,120.25,1.060293139,2.00E-04,0.074507718,0,16.08758621,2.106604022,19,0.053475231,5.00E-04,1.707025383,19,0.094400495,0,2.570254576,19,CVM,Agriculture,CRO,0,Cfa,Cf,Agriculture,417.8416568,0.863229193,PLANTATION,
14104,CN-NX-CK,36.25,106.75,1.497073979,0,0.032988486,4.00E-04,15.19109589,1.390807987,73,0.021381568,0.0027,1.238394376,73,0.043060047,0.0064,1.538180876,73,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,241.6628702,0.299786499,GRA,
14104,CN-NX-LN,36.25,106.75,1.520954949,0,0.027027332,0.004,15.19109589,1.310322536,73,0.023094845,8.00E-04,1.259794289,73,0.031177403,0.0465,1.365846021,73,GRA,Grassland,GRA,0,Dwb,Dsw,Grassland,241.6628702,0.106051732,GRA,
14153,CN-HEBEI-CK,31.25,111.25,1.103673513,0,0.057989061,0,15.183375,1.785843064,40,0.067970926,0,1.973303937,40,0.045120678,0,1.570205934,40,ENF,Forest,MF,0,Cfa,Cf,T&B FOR,434.4099752,-0.403098002,ENF,
14153,CN-HEBEI-HT,31.25,111.25,1.128348316,2.00E-04,0.067026785,0,15.183375,1.954760842,40,0.065884723,0,1.932563245,40,0.069569324,0,2.005098616,40,ENF,Forest,MF,0,Cfa,Cf,T&B FOR,434.4099752,0.072535371,ENF,
14153,CN-HEBEI-LT,31.25,111.25,1.082461429,0,0.073910024,0,15.183375,2.094050534,40,0.087313666,0,2.394409546,40,0.050991175,1.00E-04,1.665144242,40,ENF,Forest,MF,0,Cfa,Cf,T&B FOR,434.4099752,-0.729265304,ENF,
14153,CN-HEBEI-UR,31.25,111.25,1.023539641,0,0.052023896,0,15.183375,1.682429637,40,0.050111894,0,1.650567122,40,0.054202321,0,1.71948222,40,ENF,Forest,MF,0,Cfa,Cf,T&B FOR,434.4099752,0.068915098,ENF,
